Type,UPC,Title,Description,Category,Partner,SKU,Price,Stock,binding,number_of_pages,publisher,language,publication_date,weight,author
Standalone,9780852889763,Inland Waterways Of The Netherlands,"With 6,000 km of navigable waterways, the Netherlands offers one of the most extensive yet compact cruising grounds in Europe. This is a user's guide to the whole network, covering all the mast-up routes and excluding only those waterways which offer less than 3.5m bridge height. Navigational details are provided for each waterway; comprising dimensions and obstacles to be expected, including service arrangements for bridges and locks. This is followed by details of over 300 stopping places across all 12 provinces; some of which are large or popular harbours, and others which are well off the beaten track. Comments on significant features are expanded for nearly 100 main venues, more details on things to do and see are provided. Information on practical facilities ashore and the authors selective and subjective restaurant tips! It is designed to be of interest to all the crew, to establish how to approach a place, what to do or see, and whether it will be of interest on arrival.",Books > General,Gardners,9780852889763,51.99,0,Hardback,135,"IMRAY,LAURIE,NORIE & WILSON LTD",English,01/01/2008,1070,"Busby,Broad,Louise Busby and  others"
Standalone,9781905104802,Rya Start To Race: G66,No synopsis available,Books > Sailing,Bertrams,9781905104802,30.99,2,Paperback,196,Royal Yachting Association,English,09/09/2009,728,Jeremy Evans
Standalone,9781904475088,The Cockpit Companion,"This is the perfect summary of all you need to know: lights, shapes, buoys, Rules of the Road, tides, flags, knots, breakdowns etc., presented in a splash resistant, quick reference format. This is recommended reading for RYA courses and compliments the Dayskipper and Yachtmaster courses perfectly. It features: Rule of the Road; Height of the tide; Lights and shapes; Engine troubles; Sound signals; Safety equipment; Buoyage; Radio distress; and, Flags, ropes &amp; knots. These splash proof cards summarise everything a sailor needs to know or finds hard to remember. Presented in a handy, card format they should take pride of place on any yacht or motorboat.  The Cockpit Companion  was first published in 1997 and now needs a few adjustments. We have also added checklists on 'Ready for Sea', Safety Equipment and Calling for Assistance.",Books > Sailing,Ingram,9781904475088,15.99,9,Paperback,24,Fernhurst Books,English,24/06/2004,56,Basil Mosenthal
Standalone,9780394711539,Complete Wilderness Paddler,"A combination of detailed instruction and text (based on actual adventures) of all the techniques of canoe camping and wilderness cruising. You learn how to &quot;find a river,&quot; navigate, cope with accidents and much more. With 65 drawings and 11 maps.",Books > Canoeing & Kayaking,Ingram,9780394711539,26.99,7,Paperback,288,Knopf Doubleday Publishing Gro,English,12/12/1982,306,Rugge and Davidson
Standalone,9780470753903,Coastal And Offshore Navigation,"In Tom Cunliffe?s words, GPS navigation has come of age with the chart plotter, but the basics remain as they always have been.Coastal and Offshore Navigation delivers a solid foundation in the art and science of not only knowing where you are, but also plotting the route to your destination, safely and without fuss. Tom guides you through the theory to be mastered, and shows how to piece the picture together in practice to ensure a smooth trip and a safe landfall.- A review of the basic arts of navigation.- How to predict the tide and make it work for you.- How to keep a realistic check on your navigational accuracy and modify your tactics accordingly.- An analysis of the vital relationship between the fix and the estimated position.- Safe and constructive use of electronic aids to navigation.- Passage planning for an enjoyable, satisfying voyage.- Passage making - a systematic, no-nonsense approach.Discover what the modern yacht navigator needs to know for stress-free work along the coast and out of sight of land.",Books > Sailing,Gardners,9780470753903,29.99,0,Paperback,160,"John Wiley & Sons, Ltd.",English,02/01/2009,368,Tom Cunliffe
Standalone,9781906435202,Rya Vhf Radio Including Gmdss,No synopsis available,Books > General,Gardners,9781906435202,18.99,2,Paperback,44,Royal Yachting Association,English,01/01/2009,106,Alison Noice
Standalone,9780713664133,Sparkman And Stephens: Giants Of Classic Yacht Design,"A celebration, in colour photographs, of the work of Sparkman and Stephens, arguably the most famous yacht company in the USA. Sparkman and Stephens's designs had a significant influence on the development of yachting and their yacht designs dominated 12-metre yacht design and the America's Cup yachts in the early years of the 20th century. Stormy Weather&quot;, &quot;Dorade&quot;, &quot;Nyala&quot;, &quot;Vim&quot;, &quot;Columbia&quot;, &quot;Intrepid&quot;, &quot;Courageous&quot; and &quot;Freedom&quot; are just some of the yachts emanating from the design board of Sparkman and Stephens.&quot;",Books > Sailing,Gardners,9780713664133,73.99,3,Hardback,160,Adlard Coles Nautical,English,31/10/2002,1800,Franco Pace
Standalone,9781898660958,Electrics Companion,"POWER CONSUMPTIONEverything you 'switch on' consumes electricity, even the panel lights and voltmeter, Add up the amp",Books > Sailing,Bertrams,9781898660958,17.99,3,Paperback,24,Fernhurst Books,English,27/02/2003,57,Pat Manley
Standalone,9781419136849,Ned Myers Or A Life Before The Mast,"I walked over the ground where the explosion took place. It was a dreadful sight; the dead being so mutilated that it was scarcely possible to tell their colour. I saw gun-barrels bent nearly double. I think we saw Sir Roger Sheafe, the British General, galloping across the field, by himself, a few minutes before the explosion. At all events, we saw a mounted officer, and fired at him. He galloped up to the government-house, dismounted, went in, remained a short time, and then galloped out of town.",Books > Sailing,Ingram,9781419136849,31.99,6,Paperback,196,KESSINGER PUBLISHING CO,English,17/06/2004,348,James Fenimore Cooper
Standalone,9781906435585,Advanced Sailing: Advanced Handbook,No synopsis available,Books > Sailing,Bertrams,9781906435585,24.99,9,Paperback,96,Royal Yachting Association,English,01/01/2009,228,
Standalone,9781861057457,Sailing's Strangest Moments: Extraordinary But True Stories From Over Nine Hundred Years Of Sailing,"This collection of true tales from the seven seas is packed with strange ships and sailing trips, death-defying journeys in freak weather, hair-raising encounters with pirates and sea monsters, and a bounty of high-seas oddities spanning three centuries.",Books > Sailing,Bertrams,9781861057457,13.99,7,Paperback,257,ROBSON BOOKS LTD,English,23/08/2004,340,John Harding
Standalone,9780906754948,Mental And Physical Fitness For Sailing,"This book describes the psychological strategies the world class sailors use to set goals, manage stress and build confidence.  Part 3 contains photo sequences of sailing-specific exercises that can be used to build an individual training programme.* Set goals for confidence building and competition.* Learn effective self-talk and straight thinking.* Make stress work for you, not against you.* Harness the power of visualisation.* Learn to stay focussed so that you can cope with distractions.* Build and maintain the on-boat relationships that really work.* Plan your own fitness programme.* Aerobic and Anaerobic exercises.* Recognise the value of rest and recovery. Learn now to train both on the water and in the gym.",Books > Sailing,Bertrams,9780906754948,24.99,10,Paperback,96,Fernhurst Books,English,09/12/1993,190,"John Whitmore,John Derbyshire and Alan Beggs"
Standalone,9780071445146,"Coastal Cruising Under Power: How To Buy, Equip, Operate, And Maintain Your Boat","Coastal Cruising Under Power  is your ultimate companion for exploring the coastal waters of North America with confidence in your powerboat. This beautifully illustrated guide provides countless tips on anchoring, piloting, weather, and more, along with in-depth, step-by-step instructions on numerous specific skills and techniques.",Books > General,Ingram,9780071445146,39.99,10,Paperback,320,INTERNATIONAL MARINE PUBLISHING CO,English,01/05/2006,588,Gene Hamilton and Katie Hamilton
Standalone,9781846231599,Where Land Meets Sea,"Join us on a trip along the East Coast of England, famous for its big skies, sea views, winding creeks, sand, shingle and mud! Our journey starts at Lowestoft, once a premier fishing port and now rapidly being redeveloped as a yachting centre. We end at the mouth of the English Channel with the historic port of Ramsgate. In between lie some of the best sailing and boating waters in Britain. Here we find rivers and creeks populated by the ghosts of Roman, Saxon and Viking settlers, who began a history that over two thousand years has seen the development of fishing, merchant trading, boat and shipbuilding and even smuggling! the Royal Navy has stamped its signature on the area through its famous dockyards at Chatham and Harwich and its wartime activities in Harwich and Lowestoft. It is a coastline that has been and still is being shaped by the power of the sea. The continual movement of sand, shingle and mud along the coast moulds each river estuary, laying down new mud flats criss-crossed with strange patterns, so clearly shown in some of the excellent aerial photographs by Patrick Roach. 'Where Land meets Sea' is from the authors of 'East Coast Pilot' and makes a perfect companion to that definitive cruising companion to the East coast.",Books > Sailing,Bertrams,9781846231599,21.99,5,Paperback,191,"IMRAY,LAURIE,NORIE & WILSON LTD",English,01/08/2008,260,"Jarman,Colin Jarman,Dick Holness and  others"
Standalone,9780920256442,The World's Best Sailboats: V. 2,"The World's Best Sailboats has become the most cherished and respected illustrated sailing book of all time. Its unique format includes over 400 spectacular color photographs by the world's leading nautical photographers coupled with astutely presented technical information on the best and most beautiful sailboats manufactured. M's insistence on uncompromising quality and his always engaging, entertaining style make this a timeless work and must-reading for anyone interested in sailboats. Its encyclopedic scope covering all aspects of sailboat design and construction, gleaned from personal visits to the world's best boatyards and interviews with the leading builders and designers, gives us not only a feast for the eyes and the stuff of dreams but also a thorough education. M'visited the world's best boat builders from Finland to Italy, from Maine to California, and in his book evaluates and describes the sailboats of the nineteen best yards. The text is full of technical information on design and construction of available boats, while the magnificent color photos celebrate the beauty of sailboats and fine craftsmanship. His writing, as always is both informative and entertaining.",Books > Sailing,Bertrams,9780920256442,77.99,7,Hardback,282,Albatross Publishing,English,08/04/2003,1715,Ferenc Mate
Standalone,9780595389032,This Old Man And The Sea: How My Retirement Turned Into A Ten-Year Sail Around The World,"Shortly after his retirement, author Robert S. Ashton buys a 1983 Nordic 40 sailboat. He names the boatChandelle, not realizing at the time that it will be his home for the next ten years. Along with his friends, Don, Roger, and Martha, Ashton soon joins a group of boats preparing to brave the Gulf Stream and adjacent waters from Norfolk, Virginia, to the Caribbean. During the next ten years, ?Captain? Ashton sails to numerous destinations in his quest to circumnavigate the globe, including the Panama Canal, the Galapagos Islands, the Fiji Islands, Africa, and Australia. Ashton meets an eclectic group of people, experiences a variety of cultures, finds new members for his crew, and discovers the freedom of sailing the open waters. This Old Man and the Seais a must-read for any sailing enthusiast, revealing the highs and lows of extended life at sea with wit, wisdom, and insight.",Books > Sailing,Ingram,9780595389032,33.99,0,Paperback,178,Iuniverse.Com,English,03/08/2006,273,Robert S. Ashton
Standalone,9780470724439,Gipsy Moth Iv: A Legend Sails Again,"The dramatic story of Gipsy Moth IV from her epic first circumnavigation to her restoration, wreck and triumphant return.  In this beautifully illustrated book, Yachting Monthly's Paul Gelder tells the remarkable story of Gipsy Moth's rise, fall and triumphant rise again. It is the definitive history of this sailing icon, illustrated throughout with never before published photographs of the boat, the restoration project and dramatic images from both of her epic voyages.  The author has had unprecedented access to both the Chichester family archives and to the skippers' and crews' logs for the second circumnavigation, he even sailed aboard her on the first leg from Plymouth to Gibraltar. Having championed the restoration of this iconic yacht from the start, Paul Gelder has finally written a worthy successor the Chichester's original bestseller Gipsy Moth Circles The World.",Books > Sailing,Bertrams,9780470724439,50.99,1,Hardback,256,"John Wiley & Sons, Ltd.",English,02/11/2007,1018,"Paul Gelder,Bob Fisher and P. Gelder"
Standalone,9780713661798,The 12 Metre Class: The History Of The International 12 Metre Class From The First International Rule To The America's,"This book brings to life the history of the very special International 12 Metre class, from the First International Rule to the America's Cup. Some of the world's greatest designers - William Fife, Charles Nicholson, Olin Stephens, and others - created these large, graceful yachts that played a significant role in the development of yachting in the 20th century. Illustrated with excellent historic and contemporary photos and original line plans of the boats, it also includes a complete register of every 12 Metre ever built.",Books > Sailing,Gardners,9780713661798,51.99,1,Hardback,144,Adlard Coles Nautical,English,31/08/2001,1259,Luigi Lang and Dyer Jones
Standalone,9781898660941,Logbook For Gps Navigation,"GPS Afloat explains to the novice or traditional navigator, what the Global Positioning System can and cannot do. In a very short time you will entering Waypoints, planning Routes and watching the Crosstrack Error as though they were old friends. You will also understand how to check your results using traditional navigation, common sense and the Mark 1 Eyeball.",Books > Sailing,Bertrams,9781898660941,24.99,9,Paperback,96,Fernhurst Books,English,31/07/2002,340,Bill Anderson
Standalone,9781904475217,Shorthanded Sailing: Singlehanded Or Short Of Crew,"A practical guide for the solo sailor or shorthanded crew - manoeuvres, short passages and ocean crossings. Singlehanded or short of crew? This colour guide gives practical advice on manoeuvring, cruising, passage-making and getting some sleep!  This is a book no thinking sailor should be without.",Books > Sailing,Gardners,9781904475217,27.99,0,Paperback,144,Fernhurst Books,English,08/09/2006,354,Alastair Buchan
Standalone,9780071354387,The Splicing Handbook: Techniques For Modern &amp; Traditional Ropes,"The only book devoted completely to slicing today's ropes, this fully illustrated, step-by-step guide has been expanded and enhanced in this new edition and now covers wire splices, and splices in Spectra and Kevlar ropes as well as Dacron braid and traditional three-strand. The Splicing Handbook includes every splice project a boater will ever need.",Books > General,Gardners,9780071354387,23.99,1,Paperback,160,Tab Books Inc,English,01/04/2000,12,John Darwin and Barbara Merry
Standalone,9781408101254,The Knot Pack,"The ability to tie the appropriate knot for every situation is an essential skill for anyone going to sea. The Knot Pack provides everything you will need to master the 50 most important knots - ideal for anchoring, mooring, berthing and securing your boat. Two pieces of sturdy, colourful rope are included in the pack to practise your knotting, alongside an easy-to-follow guide that uses step-by-step diagrams to lead you through the stages of each knot. And the top 10 essential knots are also shown separately on waterproof flip cards, which can be taken on board for easy use. The perfect knot pack for all levels of expertise.",Books > General,Gardners,9781408101254,25.99,10,Paperback,96,Adlard Coles Nautical,English,18/08/2008,470,Geoffrey Budworth
Standalone,9781898660781,The Skipper's Pocketbook: 4500158,"This is an aide--memoir of things that a skipper of a yacht or motor boat need to know and may find hard to remember.  It contains information in notes form on the collision regulations, weather, chartwork, seamanship, navigation, flags and much more.  Many have found the book a useful revision aid for the Yachtmaster and Day Skipper courses. This second edition is fully revised and updated.",Books > Sailing,Gardners,9781898660781,19.99,3,Paperback,128,Fernhurst Books,English,07/07/2001,146,Basil Mosenthal
Standalone,9780713689372,Skipper's Medical Emergency Handbook,"The Skipper's Medical Emergency Handbook is designed to assist all who go to sea - whether on a day excursion, a holiday cruise or an even longer trip. It will provide practical advice, boost confidence, solve problems and minimise danger for all on board. Step-by-step instructions, explanatory illustrations and flow charts provide an at-a-glance reference on how to prevent, treat and care for the sick and injured at sea. And there is advice on pre-voyage preparations, establishing emergency procedures, first response and assessment of illnesses and injury, right through to offshore aftercare and recovery. The Skipper's Medical Emergency Handbook is a comprehensive and practical resource for novices or experienced sailors and motorboaters.",Books > General,Ingram,9780713689372,30.99,4,Hardback,224,Adlard Coles Nautical,English,20/10/2008,654,DR. CAMPBELL Mackenzie and Dr Spike Briggs
Standalone,9780752445199,Living Aboard,"This is an indispensable handbook for anyone living afloat! An estimated 15,000 people live on board boats in the UK and many more are interested in possibly doing so. The aim of this beautifully illustrated guide is to help people live the dream and not the nightmare, providing a useful step by step illustrated guide on the basics of getting afloat and staying there. The book covers the different types of craft available to the buyer and their good and bad points, and discusses such practicalities as moorings, engines (including basic maintenance and fault finding), layout and furnishing a boat, heating and cooking, types of fuel and stove, safety, options on sanitation, electrics, hull blacking, painting, water tank, survival tips and finances. This is a must-have guide for anyone wishing to get onto the water, as well as those already living there!",Books > General,Gardners,9780752445199,40.99,5,Paperback,144,THE HISTORY PRESS LTD,English,01/04/2008,249,Nick Corble and Allan Ford
Standalone,9780713675689,Ocean Crossing Wayfarer: To Iceland And Norway In A 16ft Open Dinghy,"This classic sea story recounts Frank Dye's intrepid voyages in his open 16ft Wayfarer Dinghy to Iceland and Norway, which must rank among the most hazardous sea adventures of our time. Encountering the gamut of weather, such is Frank Dye's seamanship that he and his crew survived gales of up to force 9, capsizing, and a broken mast, finally arriving to a safe Scandinavian welcome. It is a hair-raising unforgettable narrative in which we glimpse Frank's gifted boat-handling skills and his instinct for survival.",Books > Sailing,Gardners,9780713675689,27.99,8,Paperback,192,Adlard Coles Nautical,English,01/01/2006,215,Frank Dye
Standalone,9781898660590,Weather Companion,"This collection of splash resistant cards are designed to be carried on board. They contain all the weather information people find hard to remember such as sea areas, coastal stations, times of broadcasts and cloud systems.'",Books > Sailing,Gardners,9781898660590,15.99,3,Paperback,24,Fernhurst Books,English,26/08/1999,56,Tim Bartlett
Standalone,9780470753897,Inshore Navigation,"Inshore Navigation is a teaching system designed for the newcomer to navigation and pilotage. Tom Cunliffe understands the problems and misconceptions of people learning to navigate at sea. As a result his book goes straight to the heart of each topic and concentrates on what the beginner really needs to know when out on the water.The object of this book is to give you enough knowledge to be able to navigate simply and safely on short inshore passages.&#160; The logical way to begin cruising is to make day sails in reasonable weather and steer clear of night passage making until you have gained a little confidence - there is enough information here to enable you to do just that.&#160;Inshore Navigation is structured so as to help you get on the water as soon as possible and stay out of trouble as you learn the necessities.&#160; All the essential navigational concepts are covered, so that when you feel your sea going experience is sufficient you will be building on a solid foundation as you move into the greater depth of detail required for coastal and offshore navigation.&#160;Your best teacher is yourself.&#160; The rudiments are contained with Inshore Navigation, but the rest is up to you.",Books > Sailing,Ingram,9780470753897,27.99,0,Paperback,120,"John Wiley & Sons, Ltd.",English,12/09/2008,255,Tom Cunliffe
Standalone,9780954706128,Scottish Sea Kayaking: Fifty Great Sea Kayak Voyages,"At last, here it is ...Scotland's first guidebook for sea kayakers wishing to explore its amazing coastline and magical islands. It brings together a selection of fifty great sea voyages around the mainland of Scotland, from the Mull of Galloway in the SW to St Abb's Head on the east coast, as well as voyages in the Western Isles, ranging from day trips to three day journeys. Illustrated with superb colour photographs and useful maps throughout, it is a practical guide to help you select and plan trips. It will provide inspiration for future voyages and a souvenir of journeys undertaken. As well as providing essential information on where to start and finish, distances, times and tidal information, the book does much to stimulate and inform our interest in the environment we are passing through. It is full of facts and anecdotes about local history, geology, scenery, seabirds and sea mammals. A fascinating read and an inspirational book.",Books > Canoeing & Kayaking,Ingram,9780954706128,36.99,6,Paperback,272,Pesda Press,English,28/01/2005,875,"Reid,George Reid,Doug Cooper and  others"
Standalone,9780914025351,Navigation Exercises For Practice Underway,"This exercise book has been used in onboard navigation training courses, power and sail, for many years. It was originally designed for students to carry on with practice when they were not on watch getting direct instructor training during extended training voyages. It can be used for day sails or long coastal passages. Now available to the public, you can use this workbook to guide your own study underway to master techniques and procedures learned from classroom or home study. Once you master the skills of these exercises you can be confi dent you have a practical working knowledge of navigation. These are skills and procedures that every navigator should know. It is designed to be worked in any waterway, underway or at anchor, at various times during one voyage or many. Instructions and forms are provided to document your work. The next step beyond textbook and classroom. Topics include...* Basic Chart Work * Radar * Navigation Rules * Piloting * Electronic Charting * GPS Navigation * Dead Reckoning * Weather * Celestial Navigation * Navigation Challenges Plus...* Personal Logbook * Plotting Sheets * Valuable References",Books > Sailing,Ingram,9780914025351,27.99,7,Paperback,76,Starpath School of Navigation,English,30/10/2012,200,David Burch
Standalone,9780713687774,World Cruising Routes: 1000 Routes From The South Seas To The Arctic: Companion To World Cruising Handbook,"Long established as the bible for long-distance cruisers and a bestseller since first publication, World Cruising Routes is a comprehensive guide to nearly 1000 sailing routes covering all the oceans of the world from the tropical South Seas to the high latitudes of the Arctic and Antarctic, geared specifically to the needs of cruising sailors. It contains information on the winds, currents, regional and seasonal weather, as well as suggestions about optimum times for individual routes. The 6th edition assesses the effects of global warming on cruising routes and provides over 6000 waypoints to assist skippers in planning individual routes. It is the perfect one-stop reference for planning a cruise anywhere in the world.  'The most important book for long-distance voyagers to come along in decades.' Cruising World",Books > Sailing,Gardners,9780713687774,74.99,10,Hardback,640,Adlard Coles Nautical,English,20/03/2008,1865,Jimmy Cornell
Standalone,9780470713815,Southern Ireland Cruising Companion,"Wide open seas, plentiful, secluded anchorages, interesting navigational challenges, beautiful scenery and great hospitality - these are only some of the reasons why you must sail the south and southwest coast of Ireland. From Shannon Estuary to St. George's Channel, a good day's sailing is rewarded with overnight moorings that are often serene yet convenient for excellent eating and good humoured company.The scenery varies from mountainous to pastoral but never fails to provide 'balm'. The cliffs around the Dingle peninsula are majestic while the Castletownshed anchorage is tranquility defined. West of Kinsale the coastal communities are individual and somewhat idiosyncratic. In other words, sail around Munster and you won't be disappointed.Detailed descriptions of every entrance, harbour, anchorage and service in the area accompany stunning aerial photography and charts giving the yachtsman the ideal resource for cruising.Southern Ireland Cruising Companions includes sections on weather, tides, charts, passage planning and getting there are away followed by a background briefing for those visiting Ireland for the first time. Individual sections describe local culture and history, and detailed shoreside destinations include sights, museum, restaurants and bars.",Books > General,Ingram,9780470713815,44.99,0,Hardback,256,"John Wiley & Sons, Ltd.",English,09/04/2009,1300,Wilcox and Robert Wilcox
Standalone,9780974934471,A Cats: A Century Of Tradition,"The story of the awe-inspiring wooden catboats unique to the Jersey Shore's Barnegat Bay is told in this pictorial history. Showcasing tales both the past and present, this narrative records the comical, sentimental, and often unbelievable stories from the sailors who have raced and cruised the majestic, 50-foot-mast A Cats since the 1920s. Information on the boats' designers, builders, and associated yacht clubs complete the account of the boats' contribution to sailing history, and gorgeous paintings and stunning, action-packed photographs illustrate the oral histories--archiving forever one of sailing's most beautiful and captivating fleets.",Books > Sailing,Bertrams,9780974934471,62.99,7,Hardback,154,Nomad Press,English,01/04/2006,1150,Gary Jobson and Roy Wilkins
Standalone,9780393318807,Catamaran Sailing: From Start To Finish,"Fast, inexpensive, versatile, and exciting, catamarans are one of America's most popular pleasure crafts. Here is a complete course in catamaran sailing for the beginner and the semi-experienced sailor who wants to become more skilled in the arts of tuning, handling, and racing cats. Included are sections on buying a cat, learning the basics, heavy weather sailing, racing tactics, surfing, and more. Includes a new chapter on how to use high-performance sails.",Books > Sailing,Bertrams,9780393318807,37.99,4,Paperback,236,WW NORTON & CO,English,05/05/1999,477,Phil Berman
Standalone,9780071498883,"The Practical Encyclopedia Of Boating: An A-z Compendium Of Navigation, Seamanship, Boat Maintenance, And Nautical Wisdom","Vigor is one of the finest boating writers of our time. --Cruising World  You name it, it's in here. Covers every boating situation. This book is both informative and entertaining. --Latitudes &amp; Attitudes  John Vigor is the answer guy if you're having onboard arguments about nautical terminology or the science of sailing in general, and his new book lives up to the promise in its title. --Good Old Boat Whether it's boat maintenance, navigation, boat handling in all kinds of weather, or the physics of how boats function, every sailor and powerboater needs a comprehensive go-to source for specialized information.  Now you have it with The Practical Encyclopedia of Boating: Addresses virtually every aspect of powerboating and sailing in 500 entries Covers seamanship and boat handling, navigation, routine boat maintenance, boat design and building, and nautical reference data Ranges from vital techniques--such as recovering overboard crew and measuring distances off--to essential concepts like reading the water and sky and evaluating a boat's seaworthiness Includes numerous cross-references and an exhaustive index to direct you quickly to the right entry and to unify related topics Makes delightful browsing as well as a source of sound guidance for practically any boating situation",Books > General,Ingram,9780071498883,25.99,4,Paperback,384,INTERNATIONAL MARINE PUBLISHING CO,English,31/07/2007,858,John Vigor
Standalone,9780713670073,The Last Great Adventure Of Sir Peter Blake: From The Antarctic To The Amazon,"Sir Peter Blake was a much loved and greatly admired yachtsman and adventurer, and this book is a wonderful tribute to his achievements. It is drawn entirely from Peter's logbooks of his last voyage, written up by his friend and colleague Alan Sefton, who was manager of blakexpeditions and was with Peter on the fatal voyage. In this large format book, packed with stunning photographs from Peter and the boat's crew, we are taken on a fantastical journey from the icy waters of Antarctica to the humid rainforests of the Amazon. It is both a feast for the eyes and a wonderful tribute to an extraordinary man.",Books > Sailing,Ingram,9780713670073,44.99,7,Hardback,216,Adlard Coles Nautical,English,05/07/2004,1528,Peter Blake and Peter Sir Blake
Standalone,9781412813105,Two Years Before The Mast,"In August 1834, Richard Henry Dana, Jr., shipped aboard the brig Pilgrim out of Boston for a voyage to California. Dana tells the tale of a young, na&iuml;&iquest;&frac12;ve, religiously conservative Boston aristocrat who thrusts himself into a trial amidst crude, uneducated, generally amoral sailors. It is the exciting, intelligent, sensitive story of a young man&#39;s transition to maturity, with a vivid description of his struggle with his shipmates, the elements and with himself. The author wrote this realistic account of the life of a common sailor to make the public aware of the hardships and injustices to which American sailors were subjected. He gives an accurate account of life at sea and a colorful portrait of life in California in the early nineteenth century.",Books > Sailing,Ingram,9781412813105,50.99,2,Paperback,514,Transaction Publishers,English,01/12/2000,1,"Richard Henry Dana,Richard Henry Jr. Dana and JR. Dana"
Standalone,9780713684407,"Yachtsman's Ten Language Dictionary: English, French, German, Dutch, Danish, Spanish, Italian, Portuguese, Turkish, Greek","The third edition of this multilingual dictionary, specifically geared  to yachtsmen, covers cruising terms in English, French, German, Dutch,  Danish, Italian, Spanish, Portuguese, Turkish and Greek. It has been  thoroughly revised and updated to cover all the subjects the boater  might need, including words for several thousand onboard items as well  as the latest developments in electronic and mechanical equipment and  the patterns of charter and flotilla sailing. Arranged in helpful  subject categories for easy use, it is a unique, comprehensive  reference for any boatowner venturing abroad. 'This is the kind of book no-one going to sea should be without' Lloyds List  'An invaluable aid for anyone cruising abroad' Kelvin Hughes  'All the yachtie has to do is point and grunt' Water Craft   No boat heading north, east or south should be without it' Yachting Monthly",Books > Sailing,Gardners,9780713684407,34.99,0,Paperback,224,Adlard Coles Nautical,English,24/07/2008,450,"Barbara Webb,Michael Manton and Cruising Association"
Standalone,9780898865561,Paddle Routes Of The Inland Northwest,Complete details for paddlers to plan specific tours.,Books > Canoeing & Kayaking,Bertrams,9780898865561,30.99,3,Paperback,272,Mountaineers Books,English,01/06/1998,327,Rich L and ers and Dan Hansen
Standalone,9780071489799,"Pete Culler On Wooden Boats: The Master Craftsman's Collected Teachings On Boat Design, Building, Repair And Use","The insights and wisdom of the late, great boat designer and builder Renowned as one of the last and best of the old-time boatbuilders, Captain R. D.&quot;Pete&quot; Culler provided a guiding light for the wooden boat revival in the 1970s. His designs are classic melds of elegance and utility; his workmanship was akin to artistry; and his teaching and writing a blend of clarity, good sense, insight, and humor. This book brings together the complete texts of Culler's classic works &quot;Boats, Oars, and Rowing&quot; and &quot;Skiffs &amp; Schooners,&quot; along with articles from &quot;The Mariner's Catalogs&quot; and a selection of his timeless boat designs.",Books > General,Ingram,9780071489799,42.99,11,Paperback,400,INTERNATIONAL MARINE PUBLISHING CO,English,01/11/2007,866,John Burke and JOHN G. Burke
Standalone,9780969078340,Nastawgan: The Canadian North By Canoe And Snowshoe,"A rich history of Canadian wilderness travel,  an utterly compelling collection,  said The Globe and Mail, and  a gem -- it absolutely sparkles,  according to Canadian Geographic. Declared by the Canadian Historical Association to be the best book published of its year on the regional history of Canada's North.With essays by William C. James, C.E.S. Franks, George Luste, Margaret Hobbs, John Jennings, Shelagh Grant, Gwyneth Hoyle, Bruce W. Hodgins, Jamie Bendickson, Craig Macdonald, Jean Murray Cole, John Marsh and John Wadland.",Books > Canoeing & Kayaking,Bertrams,9780969078340,18.99,9,Paperback,248,Betelgeuse Books,English,30/06/1987,462,
Standalone,9781892147097,Broken Seas: True Tales Of Extraordinary Seafaring Adventures,"This collection of seafaring sagas displays how sailors fight their way across vast waters, face unknown dangers, and find the courage to battle forces of nature with amazing fortitude. This collection includes the story of Mike Plant, America's greatest solo sailing racer, as he headed out to sea from New York harbour never to be seen again; the journey of one man on a wooden fishing skiff who faced an early sea ice storm to search desperately for a lost partner; the courageous adventure of Gerry Spiess aboard Yankee Girl, a 10-foot home-built plywood sloop, as he left Long Beach, California, to begin a bold voyage in the smallest craft ever to sail across the Pacific Ocean; and the tragic legend of the men aboard the Edmund Fitzgerald who found themselves in a deadly race against time as a terrible storm deepened. These powerfully retold stories will sweep readers into the world of high seas adventure and desperate survival of outstanding sailors aboard memorable boats.",Books > General,Bertrams,9781892147097,27.99,2,Paperback,216,MARLOR PRESS,English,01/04/2005,358,Marlin Bree
Standalone,9780071387972,Nautical Knots Illustrated,&quot;Its illustrations on how the knots are tied are among the best I have seen.&quot;,Books > Sailing,Bertrams,9780071387972,20.99,5,Paperback,96,INTERNATIONAL MARINE PUBLISHING CO,English,01/02/2002,200,Arthur Snyder and Paul Snyder
Standalone,9780972146142,The Case For The Cruising Trimaran,"Multihull Pioneer Jim Brown Makes the Case for Cruising Trimarans With Personal Stories, Compelling Facts &amp; Wide-Ranging Insight This classic book about cruising trimarans is now back in print! Well-known trimaran designer Jim Brown offers his unique experiences and insight into the design factors that make for safe, seaworthy, comfortable trimarans. Jim is always entertaining in his writing, and this book is no exception. He blends personal stories with technical information about these fast vessels, and shows why multihull pioneers in the 20th century were sometimes referred to as the  Hells Angels of the Sea.  Much of the book is dedicated to the subject of  capsizing,  and offers timeless wisdom on how it can be prevented. There is even a chapter about  self-rescue,  and a technique for how a capsized vessel can be righted. This book is fully illustrated with original black and white photos and humorous illustrations by Jo Hudson. Multihullers in general (and trimaran lovers in particular) will discover Jim Brown's sailing philosophy and walk away with a thorough understanding of the features and benefits offered in well-designed and properly handled cruising trimarans.",Books > Sailing,Bertrams,9780972146142,40.99,1,Paperback,234,BookSpecs Publishing,English,01/06/2010,414,Jim Brown
